activity_id,hcp_id,activity_date,sales_rep_id,channel,topic,duration_minutes,engagement_score,sentiment,sample_dropped,follow_up_requested
ACT0000288,HCP0063,2025-03-22,REP008,In-person,New indication,46,56.0,Positive,False,True
ACT0000289,HCP0096,2024-05-13,REP001,Email,New indication,3,83.8,Positive,False,False
ACT0000290,HCP0084,2025-10-17,REP011,Email,Clinical evidence,4,52.9,Neutral,True,False
ACT0000291,HCP0051,2025-02-03,REP018,In-person,Patient access,27,72.5,Positive,False,False
ACT0000292,HCP0022,2024-06-16,REP019,In-person,Prior authorization,54,50.9,Neutral,True,False
ACT0000293,HCP0071,2024-04-16,REP013,Phone,Dosing discussion,40,85.2,Neutral,False,False
ACT0000294,HCP0098,2025-03-28,REP001,In-person,Dosing discussion,41,41.8,Neutral,False,True
ACT0000295,HCP0006,2025-01-17,REP010,Video,Prior authorization,22,72.0,Neutral,False,False
ACT0000296,HCP0073,2024-06-18,REP017,In-person,Patient access,22,41.6,Neutral,True,False
ACT0000297,HCP0059,2025-11-02,REP023,Email,Clinical evidence,2,57.4,Neutral,False,False
ACT0000298,HCP0114,2025-03-11,REP017,Email,Clinical evidence,5,78.8,Neutral,False,False
ACT0000299,HCP0094,2024-12-14,REP019,Phone,Patient access,23,43.2,Neutral,True,True
ACT0000300,HCP0101,2024-07-30,REP023,In-person,New indication,27,75.4,Neutral,True,True
ACT0000301,HCP0100,2025-08-23,REP016,Phone,Dosing discussion,48,81.1,Negative,False,False
ACT0000302,HCP0045,2025-09-27,REP014,Video,Prior authorization,11,26.0,Neutral,True,False
ACT0000303,HCP0077,2025-02-23,REP011,In-person,Adherence support,52,75.5,Neutral,False,False
ACT0000304,HCP0029,2025-11-22,REP009,In-person,Adherence support,35,88.5,Neutral,False,True
ACT0000305,HCP0105,2024-09-25,REP023,Conference,Dosing discussion,25,51.0,Positive,False,True
ACT0000306,HCP0042,2024-02-12,REP004,Video,Dosing discussion,21,48.8,Negative,False,True
ACT0000307,HCP0044,2025-11-19,REP024,Email,Prior authorization,6,33.5,Positive,False,False
ACT0000308,HCP0100,2025-05-24,REP017,Video,New indication,48,46.8,Positive,False,True
ACT0000309,HCP0011,2025-12-29,REP019,Conference,Adherence support,19,86.4,Positive,False,False
ACT0000310,HCP0104,2025-06-25,REP017,In-person,New indication,12,57.7,Neutral,True,False
ACT0000311,HCP0065,2024-08-25,REP011,In-person,Patient access,44,76.0,Neutral,True,False
ACT0000312,HCP0002,2025-05-17,REP020,Phone,Dosing discussion,38,53.5,Neutral,False,True
ACT0000313,HCP0125,2025-12-23,REP025,Email,Clinical evidence,4,63.8,Neutral,False,False
ACT0000314,HCP0108,2024-11-21,REP009,Video,Patient access,28,90.9,Neutral,False,False
ACT0000315,HCP0112,2025-12-20,REP002,Phone,Patient access,49,92.9,Positive,False,True
ACT0000316,HCP0110,2024-09-24,REP011,In-person,Clinical evidence,17,69.1,Neutral,True,False
ACT0000317,HCP0110,2024-08-21,REP022,In-person,Clinical evidence,36,61.8,Neutral,False,False
ACT0000318,HCP0009,2024-10-08,REP003,Video,Patient access,36,50.2,Neutral,False,False
ACT0000319,HCP0076,2024-11-29,REP008,Email,Prior authorization,6,82.0,Positive,False,False
ACT0000320,HCP0068,2025-11-13,REP021,In-person,Clinical evidence,18,63.6,Positive,False,False
ACT0000321,HCP0120,2024-01-30,REP013,Email,Patient access,5,91.9,Positive,False,False
ACT0000322,HCP0036,2024-04-21,REP014,Email,Prior authorization,5,32.3,Positive,False,False
ACT0000323,HCP0070,2024-01-12,REP003,Phone,Patient access,43,57.4,Neutral,False,True
ACT0000324,HCP0030,2025-02-13,REP021,Video,Adherence support,8,63.1,Neutral,False,False
ACT0000325,HCP0055,2024-04-25,REP012,In-person,Patient access,9,76.2,Neutral,False,False
ACT0000326,HCP0023,2025-12-09,REP014,Email,Patient access,6,40.1,Neutral,False,False
ACT0000327,HCP0083,2024-07-15,REP006,Phone,Patient access,42,63.3,Neutral,False,False
ACT0000328,HCP0015,2024-10-04,REP001,Email,Prior authorization,5,85.5,Neutral,True,False
ACT0000329,HCP0070,2025-10-13,REP008,Conference,Dosing discussion,39,72.3,Positive,False,False
ACT0000330,HCP0083,2025-04-29,REP005,Email,Prior authorization,3,72.7,Negative,False,False
ACT0000331,HCP0088,2024-08-27,REP015,Email,Clinical evidence,6,49.7,Neutral,True,False
ACT0000332,HCP0018,2025-11-16,REP008,Email,Dosing discussion,4,61.7,Negative,False,False
ACT0000333,HCP0048,2025-06-08,REP025,Email,Dosing discussion,6,45.5,Positive,False,False
ACT0000334,HCP0052,2024-01-18,REP007,Email,Adherence support,6,86.3,Positive,False,False
ACT0000335,HCP0122,2025-11-23,REP006,Email,New indication,6,74.5,Neutral,False,False
ACT0000336,HCP0032,2024-01-20,REP008,Email,Adherence support,2,68.6,Neutral,True,True
ACT0000337,HCP0118,2025-01-19,REP009,Phone,New indication,34,69.6,Positive,False,True
ACT0000338,HCP0031,2024-03-17,REP019,In-person,New indication,20,90.3,Negative,False,False
ACT0000339,HCP0101,2025-09-05,REP006,Phone,Dosing discussion,32,100.0,Positive,False,False
ACT0000340,HCP0095,2025-08-24,REP020,Phone,New indication,11,67.6,Positive,False,True
ACT0000341,HCP0005,2024-10-30,REP013,Video,Prior authorization,42,67.7,Positive,False,False
ACT0000342,HCP0077,2024-08-30,REP021,Phone,Patient access,54,73.9,Neutral,False,False
ACT0000343,HCP0033,2024-07-05,REP007,Phone,Dosing discussion,51,95.1,Neutral,False,True
ACT0000344,HCP0005,2025-11-09,REP012,Phone,Prior authorization,41,81.5,Neutral,False,False
ACT0000345,HCP0117,2025-07-18,REP005,In-person,Patient access,36,74.0,Positive,False,False
ACT0000346,HCP0095,2024-03-21,REP011,Phone,Adherence support,29,81.5,Neutral,False,False
ACT0000347,HCP0102,2025-04-15,REP017,Phone,Clinical evidence,24,74.3,Neutral,False,False
ACT0000348,HCP0080,2025-11-13,REP014,Email,Clinical evidence,1,38.1,Positive,True,False
ACT0000349,HCP0032,2025-04-28,REP005,Video,Dosing discussion,32,87.4,Neutral,False,True
ACT0000350,HCP0080,2024-08-29,REP017,Email,Clinical evidence,5,50.1,Positive,False,True
ACT0000351,HCP0072,2024-08-29,REP015,Email,Adherence support,5,64.3,Neutral,False,True
ACT0000352,HCP0084,2025-10-03,REP014,Email,Patient access,4,50.5,Neutral,False,True
ACT0000353,HCP0004,2024-12-28,REP002,Conference,Prior authorization,16,60.8,Neutral,False,False
ACT0000354,HCP0063,2024-07-26,REP010,Email,Dosing discussion,4,70.8,Positive,False,False
ACT0000355,HCP0104,2024-10-12,REP018,In-person,Patient access,50,93.2,Positive,False,True
ACT0000356,HCP0053,2024-07-13,REP010,Phone,Clinical evidence,29,57.6,Neutral,False,True
ACT0000357,HCP0062,2025-10-22,REP001,In-person,Patient access,47,95.3,Neutral,False,False
ACT0000358,HCP0114,2024-02-21,REP007,In-person,Clinical evidence,46,34.0,Positive,False,True
ACT0000359,HCP0062,2025-11-11,REP017,Video,Clinical evidence,25,41.4,Neutral,False,True
ACT0000360,HCP0059,2025-02-03,REP006,Phone,New indication,42,49.1,Positive,False,False
ACT0000361,HCP0018,2024-03-23,REP004,In-person,Adherence support,49,81.3,Neutral,False,False
ACT0000362,HCP0055,2025-02-22,REP019,Phone,Prior authorization,15,47.4,Neutral,False,False
ACT0000363,HCP0005,2025-06-01,REP018,In-person,Patient access,43,41.1,Positive,False,False
ACT0000364,HCP0105,2025-09-06,REP015,In-person,Prior authorization,30,100.0,Neutral,False,False
ACT0000365,HCP0119,2024-07-10,REP003,Email,Adherence support,1,63.3,Positive,False,False
ACT0000366,HCP0065,2025-03-06,REP009,In-person,Patient access,50,95.8,Neutral,False,False
ACT0000367,HCP0092,2025-06-06,REP008,In-person,Adherence support,31,86.6,Neutral,False,False
ACT0000368,HCP0075,2025-08-01,REP010,Email,Patient access,3,82.1,Neutral,False,False
ACT0000369,HCP0033,2024-07-05,REP018,Conference,Prior authorization,41,91.2,Positive,False,True
ACT0000370,HCP0027,2024-03-04,REP023,In-person,Patient access,21,60.6,Neutral,False,False
ACT0000371,HCP0004,2024-11-21,REP016,Phone,Prior authorization,24,42.9,Neutral,False,False
ACT0000372,HCP0092,2024-07-20,REP004,In-person,New indication,41,76.4,Negative,False,False
ACT0000373,HCP0080,2024-10-26,REP008,In-person,Patient access,25,59.0,Neutral,False,False
ACT0000374,HCP0024,2025-08-20,REP003,Phone,Clinical evidence,13,78.0,Positive,False,True
ACT0000375,HCP0109,2025-08-19,REP012,Email,Dosing discussion,1,84.0,Neutral,False,True
ACT0000376,HCP0008,2024-06-12,REP006,In-person,New indication,23,49.9,Neutral,False,False
ACT0000377,HCP0059,2024-09-14,REP009,In-person,Patient access,35,54.2,Negative,False,False
ACT0000378,HCP0003,2024-06-19,REP012,Email,New indication,2,64.2,Positive,False,False
ACT0000379,HCP0084,2025-10-29,REP001,Video,Prior authorization,8,91.4,Positive,False,False
ACT0000380,HCP0061,2025-10-31,REP015,Phone,New indication,20,50.3,Neutral,False,True
ACT0000381,HCP0120,2024-03-16,REP015,Phone,Patient access,51,100.0,Neutral,False,False
ACT0000382,HCP0079,2025-02-21,REP013,In-person,Clinical evidence,16,33.1,Positive,True,False
ACT0000383,HCP0061,2024-06-20,REP025,Conference,Prior authorization,23,98.4,Neutral,False,False
ACT0000384,HCP0054,2025-11-04,REP011,Conference,Clinical evidence,38,70.8,Positive,False,False
ACT0000385,HCP0102,2024-06-21,REP013,Email,Clinical evidence,6,76.7,Positive,False,True
ACT0000386,HCP0104,2024-08-08,REP014,In-person,Patient access,52,77.5,Positive,False,False
ACT0000387,HCP0044,2024-07-05,REP010,In-person,Dosing discussion,53,19.7,Positive,False,False
ACT0000388,HCP0118,2024-12-07,REP024,In-person,Clinical evidence,24,60.3,Negative,False,False
ACT0000389,HCP0002,2025-03-13,REP013,In-person,Clinical evidence,27,63.1,Negative,False,False
ACT0000390,HCP0106,2024-11-27,REP024,Phone,Prior authorization,19,90.2,Neutral,False,False
ACT0000391,HCP0107,2024-10-11,REP018,Phone,New indication,11,64.4,Positive,False,False
ACT0000392,HCP0047,2025-10-14,REP024,Conference,Patient access,45,94.5,Neutral,False,False
ACT0000393,HCP0119,2024-11-30,REP003,Email,Prior authorization,4,100.0,Negative,False,False
ACT0000394,HCP0061,2025-08-16,REP016,In-person,Adherence support,39,77.7,Neutral,True,False
ACT0000395,HCP0008,2025-12-23,REP012,In-person,New indication,54,69.9,Positive,False,False
ACT0000396,HCP0044,2025-10-22,REP012,Conference,Prior authorization,35,45.6,Neutral,False,False
ACT0000397,HCP0082,2025-08-26,REP005,Email,Clinical evidence,4,78.9,Positive,False,True
ACT0000398,HCP0062,2024-04-14,REP021,In-person,Dosing discussion,29,59.9,Neutral,False,False
ACT0000399,HCP0089,2024-11-12,REP017,Video,Dosing discussion,40,94.2,Positive,True,False
ACT0000400,HCP0107,2024-09-23,REP012,Phone,Patient access,38,37.1,Neutral,False,True
ACT0000401,HCP0109,2025-07-01,REP024,Email,Patient access,6,52.9,Neutral,False,False
ACT0000402,HCP0081,2024-03-22,REP011,Email,Patient access,3,85.0,Positive,False,False
ACT0000403,HCP0085,2024-04-04,REP006,Email,Dosing discussion,2,100.0,Neutral,False,True
ACT0000404,HCP0024,2025-02-22,REP015,Phone,Prior authorization,33,80.9,Positive,False,False
ACT0000405,HCP0103,2024-08-23,REP010,Phone,Prior authorization,31,92.1,Negative,False,False
ACT0000406,HCP0073,2025-08-15,REP012,In-person,New indication,44,70.2,Neutral,False,False
ACT0000407,HCP0092,2025-11-12,REP007,Phone,Dosing discussion,33,100.0,Positive,False,False
ACT0000408,HCP0056,2024-01-02,REP015,In-person,New indication,16,71.7,Neutral,True,False
ACT0000409,HCP0048,2025-12-16,REP010,Email,Clinical evidence,5,77.2,Neutral,False,True
ACT0000410,HCP0092,2025-03-18,REP023,In-person,New indication,9,71.1,Neutral,False,True
ACT0000411,HCP0017,2025-09-21,REP012,In-person,Adherence support,46,61.8,Neutral,False,True
ACT0000412,HCP0028,2025-08-03,REP002,In-person,Prior authorization,33,75.6,Positive,False,False
ACT0000413,HCP0112,2025-04-16,REP020,Email,Prior authorization,2,72.2,Positive,True,True
ACT0000414,HCP0060,2025-03-15,REP015,Phone,Patient access,34,76.2,Neutral,False,False
ACT0000415,HCP0119,2025-08-16,REP015,Phone,New indication,48,22.3,Positive,True,False
ACT0000416,HCP0067,2024-02-16,REP004,Phone,Dosing discussion,47,49.8,Negative,False,True
ACT0000417,HCP0003,2024-04-13,REP013,In-person,Patient access,21,56.7,Negative,False,True
ACT0000418,HCP0084,2024-08-23,REP020,Video,Clinical evidence,36,37.3,Neutral,False,False
ACT0000419,HCP0089,2024-10-21,REP001,Phone,New indication,17,48.4,Neutral,False,True
ACT0000420,HCP0104,2025-04-26,REP014,Email,Dosing discussion,2,81.2,Neutral,False,True
ACT0000421,HCP0013,2025-03-12,REP002,Conference,Adherence support,53,73.4,Positive,False,False
ACT0000422,HCP0070,2025-10-15,REP004,In-person,Patient access,30,86.6,Positive,False,False
ACT0000423,HCP0089,2025-03-10,REP022,Email,Adherence support,4,85.3,Negative,False,False
ACT0000424,HCP0009,2024-11-04,REP015,In-person,Prior authorization,53,86.8,Neutral,False,True
ACT0000425,HCP0027,2024-07-18,REP021,Conference,New indication,25,67.9,Positive,False,False
ACT0000426,HCP0109,2025-09-30,REP009,Phone,Prior authorization,42,94.0,Positive,True,False
ACT0000427,HCP0123,2025-04-06,REP004,In-person,Prior authorization,10,55.6,Positive,False,True
ACT0000428,HCP0027,2024-12-24,REP003,In-person,Dosing discussion,13,93.0,Positive,True,False
ACT0000429,HCP0093,2024-07-26,REP022,Conference,Patient access,17,84.7,Neutral,True,False
ACT0000430,HCP0077,2025-01-26,REP023,In-person,Adherence support,52,80.0,Neutral,False,False
ACT0000431,HCP0088,2025-07-04,REP025,Video,Patient access,28,66.6,Negative,False,False
ACT0000432,HCP0081,2024-03-23,REP013,Video,Dosing discussion,49,53.4,Positive,False,False
ACT0000433,HCP0028,2024-12-15,REP018,Video,New indication,10,66.9,Neutral,False,False
ACT0000434,HCP0003,2025-08-20,REP005,In-person,Prior authorization,40,36.5,Neutral,True,False
ACT0000435,HCP0030,2025-01-30,REP012,Email,Patient access,2,87.7,Neutral,False,False
ACT0000436,HCP0041,2024-02-05,REP012,Phone,Dosing discussion,22,57.3,Positive,False,False
ACT0000437,HCP0070,2025-11-21,REP006,Phone,Patient access,28,58.5,Positive,False,False
ACT0000438,HCP0051,2024-07-08,REP004,In-person,Prior authorization,23,30.3,Positive,False,True
ACT0000439,HCP0021,2025-12-14,REP023,Conference,Patient access,28,45.8,Neutral,False,False
ACT0000440,HCP0125,2024-05-27,REP010,In-person,Dosing discussion,32,100.0,Positive,True,False
ACT0000441,HCP0040,2025-08-12,REP009,Video,Patient access,43,53.9,Positive,False,True
ACT0000442,HCP0057,2024-08-20,REP013,In-person,New indication,48,87.2,Neutral,False,False
ACT0000443,HCP0115,2024-11-13,REP007,Email,Dosing discussion,6,40.8,Neutral,False,False
ACT0000444,HCP0080,2024-09-12,REP004,Email,Clinical evidence,1,39.5,Neutral,True,False
ACT0000445,HCP0057,2024-11-25,REP015,In-person,New indication,11,65.8,Neutral,False,True
ACT0000446,HCP0017,2025-08-02,REP022,Email,New indication,4,67.5,Positive,False,True
ACT0000447,HCP0043,2025-01-12,REP023,In-person,Prior authorization,40,54.1,Positive,True,True
ACT0000448,HCP0123,2024-02-19,REP006,In-person,Dosing discussion,48,66.1,Positive,False,True
ACT0000449,HCP0108,2025-07-15,REP022,Email,Prior authorization,5,50.7,Positive,False,False
ACT0000450,HCP0046,2024-03-23,REP009,Email,Dosing discussion,2,90.4,Positive,False,False
ACT0000451,HCP0084,2025-06-18,REP021,Email,New indication,3,100.0,Negative,False,True
ACT0000452,HCP0030,2025-08-30,REP008,Video,Clinical evidence,26,87.1,Positive,False,False
ACT0000453,HCP0057,2024-07-22,REP008,Email,Patient access,2,38.8,Neutral,False,False
ACT0000454,HCP0070,2024-08-05,REP011,Phone,Dosing discussion,44,75.1,Neutral,False,False
ACT0000455,HCP0097,2024-11-28,REP020,Conference,Dosing discussion,52,54.5,Positive,False,False
ACT0000456,HCP0049,2025-06-16,REP011,Conference,New indication,28,54.5,Positive,False,False
ACT0000457,HCP0027,2025-05-09,REP023,Phone,Dosing discussion,22,80.3,Positive,False,False
ACT0000458,HCP0034,2025-04-03,REP023,Conference,Dosing discussion,46,68.3,Positive,False,True
ACT0000459,HCP0014,2024-02-24,REP021,Conference,Prior authorization,22,68.4,Neutral,False,False
ACT0000460,HCP0047,2025-11-01,REP006,Email,Clinical evidence,4,67.0,Negative,False,True
ACT0000461,HCP0037,2024-03-19,REP016,Email,Adherence support,6,48.1,Negative,False,False
ACT0000462,HCP0125,2025-04-22,REP007,In-person,Prior authorization,8,45.7,Positive,False,False
ACT0000463,HCP0040,2025-08-25,REP015,In-person,Clinical evidence,37,60.4,Positive,False,True
ACT0000464,HCP0084,2025-06-14,REP003,In-person,Dosing discussion,47,62.2,Neutral,True,False
ACT0000465,HCP0113,2025-11-10,REP022,In-person,New indication,35,74.3,Positive,True,True
ACT0000466,HCP0016,2024-03-27,REP009,Email,Patient access,1,83.8,Positive,False,True
ACT0000467,HCP0122,2024-05-10,REP014,In-person,Prior authorization,49,62.5,Positive,False,False
ACT0000468,HCP0074,2024-05-22,REP009,Phone,Adherence support,38,69.5,Positive,False,True
ACT0000469,HCP0007,2025-11-01,REP007,Phone,New indication,37,84.4,Positive,False,True
ACT0000470,HCP0002,2025-12-07,REP007,In-person,New indication,8,61.0,Neutral,False,False
ACT0000471,HCP0112,2025-09-17,REP012,Video,Prior authorization,20,74.6,Neutral,False,True
ACT0000472,HCP0058,2025-05-03,REP019,Video,Clinical evidence,13,70.3,Neutral,False,False
ACT0000473,HCP0104,2024-04-17,REP022,In-person,Patient access,44,59.6,Positive,False,True
ACT0000474,HCP0030,2024-11-06,REP007,Email,Adherence support,1,40.6,Positive,False,False
ACT0000475,HCP0024,2024-04-16,REP001,Email,Dosing discussion,6,47.1,Positive,False,False
ACT0000476,HCP0107,2024-03-14,REP005,Email,Prior authorization,2,86.8,Positive,False,False
ACT0000477,HCP0060,2024-12-24,REP011,In-person,Adherence support,50,33.7,Neutral,False,False
ACT0000478,HCP0012,2025-07-10,REP016,In-person,Patient access,32,100.0,Positive,False,False
ACT0000479,HCP0061,2025-07-29,REP022,In-person,Clinical evidence,12,52.5,Positive,False,False
ACT0000480,HCP0036,2025-04-04,REP012,Email,Patient access,2,30.6,Neutral,False,False
ACT0000481,HCP0026,2024-12-25,REP014,Phone,Adherence support,27,55.2,Positive,False,False
ACT0000482,HCP0084,2025-12-14,REP010,Email,Adherence support,2,20.9,Positive,False,False
ACT0000483,HCP0048,2025-08-23,REP010,Email,Dosing discussion,6,31.9,Positive,True,True
ACT0000484,HCP0036,2025-07-19,REP019,Email,Clinical evidence,4,68.0,Positive,False,False
ACT0000485,HCP0021,2024-04-07,REP018,Email,New indication,6,34.7,Positive,False,False
ACT0000486,HCP0105,2024-02-15,REP018,In-person,Adherence support,54,35.7,Negative,False,False
ACT0000487,HCP0071,2024-06-29,REP016,Email,New indication,2,67.1,Neutral,False,False
ACT0000488,HCP0115,2025-10-14,REP021,In-person,New indication,32,67.5,Positive,False,False
ACT0000489,HCP0043,2025-06-16,REP015,In-person,Clinical evidence,43,76.0,Neutral,False,False
ACT0000490,HCP0001,2024-07-07,REP025,Video,Adherence support,47,70.6,Negative,False,False
ACT0000491,HCP0058,2025-01-07,REP006,Email,Prior authorization,1,64.8,Positive,False,False
ACT0000492,HCP0043,2024-01-06,REP017,Email,New indication,1,77.4,Neutral,False,False
ACT0000493,HCP0062,2024-10-26,REP024,Phone,Dosing discussion,8,84.1,Positive,False,True
ACT0000494,HCP0061,2025-02-06,REP005,Email,Prior authorization,3,67.2,Neutral,False,False
ACT0000495,HCP0066,2025-09-02,REP003,In-person,New indication,27,76.1,Positive,False,False
ACT0000496,HCP0100,2025-05-09,REP001,In-person,Patient access,30,13.7,Positive,True,True
ACT0000497,HCP0024,2024-04-12,REP018,Phone,Patient access,53,57.2,Neutral,True,False
ACT0000498,HCP0123,2024-02-12,REP002,Email,Patient access,4,94.7,Neutral,False,False
ACT0000499,HCP0002,2024-10-25,REP017,In-person,Adherence support,34,54.7,Neutral,False,True
ACT0000500,HCP0067,2025-11-20,REP013,In-person,Clinical evidence,43,76.0,Neutral,False,False
ACT0000501,HCP0072,2025-10-22,REP004,In-person,Clinical evidence,12,70.6,Neutral,False,True
ACT0000502,HCP0098,2024-01-02,REP008,Phone,Clinical evidence,40,53.4,Neutral,False,False
ACT0000503,HCP0038,2025-10-27,REP003,In-person,Dosing discussion,35,75.0,Negative,False,True
ACT0000504,HCP0089,2024-01-18,REP009,Email,Clinical evidence,1,56.8,Neutral,False,True
ACT0000505,HCP0009,2024-09-25,REP009,In-person,Dosing discussion,50,56.1,Neutral,True,True
ACT0000506,HCP0055,2024-01-11,REP021,Email,Patient access,5,55.9,Negative,False,False
ACT0000507,HCP0047,2024-11-07,REP003,In-person,Dosing discussion,34,48.6,Positive,False,True
ACT0000508,HCP0121,2025-06-19,REP017,In-person,Adherence support,15,45.9,Positive,False,True
ACT0000509,HCP0124,2024-02-25,REP024,In-person,Clinical evidence,21,56.2,Neutral,False,False
ACT0000510,HCP0111,2025-12-22,REP007,In-person,Dosing discussion,25,67.3,Positive,False,False
ACT0000511,HCP0078,2024-06-05,REP022,Video,Prior authorization,53,58.4,Positive,False,True
ACT0000512,HCP0006,2025-08-28,REP021,In-person,Clinical evidence,33,57.1,Neutral,False,False
ACT0000513,HCP0091,2024-01-13,REP024,Video,Patient access,52,100.0,Positive,False,False
ACT0000514,HCP0026,2024-05-27,REP008,In-person,Dosing discussion,20,80.4,Positive,False,True
ACT0000515,HCP0106,2025-01-24,REP025,In-person,Dosing discussion,30,32.9,Neutral,False,False
ACT0000516,HCP0048,2024-02-25,REP021,In-person,New indication,22,71.0,Positive,False,False
ACT0000517,HCP0085,2025-12-23,REP006,Phone,Prior authorization,47,71.8,Neutral,False,True
ACT0000518,HCP0070,2025-08-16,REP020,Video,Clinical evidence,37,100.0,Positive,False,True
ACT0000519,HCP0056,2024-04-17,REP020,Email,New indication,4,72.8,Positive,False,False
ACT0000520,HCP0081,2024-08-13,REP003,Email,Patient access,2,100.0,Neutral,False,False
ACT0000521,HCP0109,2025-11-25,REP012,Phone,Clinical evidence,18,57.9,Neutral,False,False
ACT0000522,HCP0092,2025-07-03,REP022,In-person,Patient access,51,50.5,Positive,False,False
ACT0000523,HCP0039,2024-10-24,REP002,Email,Prior authorization,1,42.9,Neutral,True,False
ACT0000524,HCP0023,2024-07-28,REP025,Email,Patient access,3,83.7,Neutral,False,True
ACT0000525,HCP0032,2024-02-06,REP013,In-person,Adherence support,49,47.7,Positive,False,False
ACT0000526,HCP0066,2025-12-08,REP009,Email,Dosing discussion,5,53.0,Neutral,False,False
ACT0000527,HCP0033,2024-04-27,REP003,Email,Dosing discussion,5,76.3,Negative,False,False
ACT0000528,HCP0100,2024-02-22,REP016,Phone,Clinical evidence,22,59.5,Positive,False,False
ACT0000529,HCP0044,2024-11-27,REP025,Phone,Patient access,54,69.0,Positive,False,False
ACT0000530,HCP0025,2024-12-17,REP011,Email,Dosing discussion,6,40.9,Positive,False,True
ACT0000531,HCP0098,2024-05-29,REP021,Phone,New indication,45,18.3,Positive,False,True
ACT0000532,HCP0094,2024-06-20,REP008,In-person,Adherence support,33,91.7,Neutral,False,True
ACT0000533,HCP0014,2025-05-03,REP021,Email,Prior authorization,4,89.2,Positive,True,False
ACT0000534,HCP0066,2025-01-22,REP025,Conference,Adherence support,54,61.1,Positive,False,False
ACT0000535,HCP0066,2024-06-21,REP002,In-person,Dosing discussion,47,68.1,Positive,False,False
ACT0000536,HCP0048,2024-10-19,REP007,Phone,New indication,22,47.2,Neutral,False,False
ACT0000537,HCP0076,2025-07-20,REP001,In-person,Dosing discussion,10,60.8,Positive,False,False
ACT0000538,HCP0065,2025-12-24,REP020,Phone,Adherence support,29,100.0,Neutral,False,True
ACT0000539,HCP0117,2024-06-02,REP007,In-person,Clinical evidence,41,100.0,Neutral,False,True
ACT0000540,HCP0017,2024-05-19,REP025,Video,Dosing discussion,47,71.6,Positive,True,True
ACT0000541,HCP0049,2025-03-05,REP021,Video,Dosing discussion,11,28.0,Positive,True,False
ACT0000542,HCP0051,2024-10-09,REP004,In-person,Dosing discussion,33,76.5,Neutral,False,True
ACT0000543,HCP0060,2025-01-16,REP015,Video,New indication,31,60.7,Positive,False,False
ACT0000544,HCP0091,2024-12-28,REP012,In-person,Clinical evidence,35,57.7,Negative,False,False
ACT0000545,HCP0087,2025-08-10,REP017,In-person,Dosing discussion,30,65.9,Positive,True,False
ACT0000546,HCP0118,2024-02-01,REP015,Video,Dosing discussion,48,100.0,Positive,False,False
ACT0000547,HCP0021,2025-03-20,REP004,Phone,New indication,43,69.0,Positive,False,False
ACT0000548,HCP0033,2025-12-23,REP016,In-person,Dosing discussion,16,86.0,Positive,False,False
ACT0000549,HCP0051,2025-01-11,REP012,In-person,Patient access,52,74.6,Positive,False,False
ACT0000550,HCP0092,2024-05-02,REP008,Phone,Adherence support,39,73.9,Positive,False,True
ACT0000551,HCP0004,2025-10-23,REP012,Video,Patient access,16,79.4,Positive,False,False
ACT0000552,HCP0029,2024-04-24,REP024,In-person,New indication,33,57.7,Positive,False,False
ACT0000553,HCP0001,2025-10-06,REP025,In-person,Patient access,51,38.9,Positive,False,False
ACT0000554,HCP0008,2025-03-15,REP009,Conference,New indication,18,98.0,Positive,False,False
ACT0000555,HCP0054,2025-10-06,REP020,Phone,Patient access,41,35.6,Neutral,False,False
ACT0000556,HCP0033,2024-03-02,REP020,Video,Adherence support,44,71.9,Positive,False,False
ACT0000557,HCP0103,2024-06-22,REP004,Phone,Prior authorization,36,100.0,Neutral,False,False
ACT0000558,HCP0014,2025-08-26,REP013,Phone,Prior authorization,32,73.0,Neutral,False,False
ACT0000559,HCP0048,2025-06-09,REP012,Conference,Patient access,42,78.1,Negative,False,False
ACT0000560,HCP0010,2025-04-10,REP012,Conference,Patient access,29,78.1,Neutral,False,False
ACT0000561,HCP0070,2025-04-12,REP020,In-person,Adherence support,18,89.4,Positive,False,False
ACT0000562,HCP0081,2025-12-04,REP025,Email,Adherence support,5,93.3,Positive,True,False
ACT0000563,HCP0059,2025-09-12,REP020,Phone,Clinical evidence,10,37.4,Neutral,True,False
ACT0000564,HCP0015,2024-06-17,REP003,In-person,Dosing discussion,37,92.3,Neutral,False,False
ACT0000565,HCP0054,2025-04-06,REP012,In-person,Adherence support,18,64.8,Neutral,False,False
ACT0000566,HCP0107,2025-04-24,REP024,Phone,Dosing discussion,20,50.9,Positive,False,False
ACT0000567,HCP0077,2024-05-20,REP021,In-person,Prior authorization,24,44.5,Neutral,False,True
ACT0000568,HCP0073,2024-07-17,REP023,Video,New indication,37,71.2,Positive,False,False
ACT0000569,HCP0119,2024-07-28,REP012,In-person,Dosing discussion,28,54.9,Positive,False,True
ACT0000570,HCP0026,2025-06-11,REP021,Phone,Patient access,46,67.5,Negative,True,True
ACT0000571,HCP0069,2024-12-20,REP001,Email,Patient access,4,66.0,Negative,False,True
ACT0000572,HCP0039,2025-01-03,REP012,Phone,Clinical evidence,13,71.9,Neutral,False,True
ACT0000573,HCP0107,2025-02-08,REP021,Phone,Adherence support,43,82.0,Positive,False,False
ACT0000574,HCP0097,2024-04-07,REP013,Email,Patient access,6,89.6,Positive,False,True
